repository,file_path,change_count
fastapi,docs/zh-hant/docs/tutorial/bigger-applications.md,3
fastapi,docs/zh-hant/docs/tutorial/body-nested-models.md,3
fastapi,docs/zh-hant/docs/tutorial/body.md,3
fastapi,docs/zh-hant/docs/tutorial/debugging.md,3
fastapi,docs/zh-hant/docs/tutorial/first-steps.md,3
fastapi,docs/zh-hant/docs/tutorial/frontend.md,3
fastapi,docs/zh-hant/docs/tutorial/query-params-str-validations.md,3
fastapi,docs/zh-hant/docs/tutorial/request-files.md,3
fastapi,docs/zh-hant/docs/tutorial/request-forms.md,3
fastapi,docs/zh-hant/docs/tutorial/schema-extra-example.md,3
fastapi,docs/zh-hant/docs/tutorial/security/first-steps.md,3
fastapi,docs/zh-hant/docs/tutorial/security/oauth2-jwt.md,3
fastapi,docs/zh-hant/docs/tutorial/testing.md,3
fastapi,docs/uk/docs/tutorial/frontend.md,3
fastapi,docs/de/docs/tutorial/frontend.md,3
fastapi,docs/tr/docs/tutorial/frontend.md,3
fastapi,docs/ja/docs/tutorial/frontend.md,3
fastapi,docs/fr/docs/advanced/dataclasses.md,3
fastapi,docs/fr/docs/advanced/events.md,3
fastapi,docs/fr/docs/advanced/generate-clients.md,3
fastapi,docs/fr/docs/advanced/openapi-callbacks.md,3
fastapi,docs/fr/docs/advanced/wsgi.md,3
fastapi,docs/fr/docs/deployment/docker.md,3
fastapi,docs/fr/docs/deployment/manually.md,3
fastapi,docs/fr/docs/index.md,3
fastapi,docs/fr/docs/tutorial/bigger-applications.md,3
fastapi,docs/fr/docs/tutorial/body-nested-models.md,3
fastapi,docs/fr/docs/tutorial/body.md,3
fastapi,docs/fr/docs/tutorial/debugging.md,3
fastapi,docs/fr/docs/tutorial/first-steps.md,3
fastapi,docs/fr/docs/tutorial/frontend.md,3
fastapi,docs/fr/docs/tutorial/query-params-str-validations.md,3
fastapi,docs/fr/docs/tutorial/request-files.md,3
fastapi,docs/fr/docs/tutorial/request-forms.md,3
fastapi,docs/fr/docs/tutorial/schema-extra-example.md,3
fastapi,docs/fr/docs/tutorial/security/first-steps.md,3
fastapi,docs/fr/docs/tutorial/security/oauth2-jwt.md,3
fastapi,docs/fr/docs/tutorial/testing.md,3
fastapi,docs/zh/docs/tutorial/frontend.md,3
fastapi,docs/es/docs/tutorial/frontend.md,3
fastapi,docs/pt/docs/tutorial/frontend.md,3
fastapi,docs/ko/docs/tutorial/frontend.md,3
fastapi,scripts/sponsors.py,3
fastapi,.github/pr-submit.yml,3
fastapi,scripts/topic_repos.py,3
fastapi,tests/test_sse.py,3
fastapi,docs/en/docs/fastapi-cli.md,3
fastapi,fastapi/applications.py,3
fastapi,fastapi/dependencies/models.py,3
fastapi,tests/test_dependency_models.py,3
