token_1,token_2,original_similarity,improved_similarity,change
sklearn,002,0.16385804307268576,0.13580832132980045,-0.02804972174288531
sklearn,example,0.006302082199223299,0.22264717045754978,0.2163450882583265
sklearn,request,-0.051695690963754114,0.3208509624669543,0.3725466534307084
sklearn,003,-0.027232805934793155,0.04393586233824224,0.07116866827303539
sklearn,pytest,-0.03791832248925558,0.39863817618873876,0.43655649867799434
sklearn,linear,-0.05793729740475296,0.3664458277490957,0.42438312515384863
sklearn,query,-0.09802451511047446,0.14086636704722907,0.23889088215770354
sklearn,path,0.015757332602256,0.11189926993141887,0.09614193732916287
sklearn,cluster,0.11730107481857487,0.47689915614604733,0.35959808132747245
sklearn,api,0.07556679803453258,0.1088337901494527,0.033266992114920124
sklearn,body,-0.07914859464109945,-0.04556533966829584,0.033583254972803615
sklearn,benchmarks,0.2065659662793526,0.4881377199118816,0.281571753632529
sklearn,externals,-0.0595740595761779,0.4171780025514487,0.4767520621276266
sklearn,models,0.002883069302530989,0.2612686830206151,0.2583856137180841
sklearn,app,-0.051159148553964355,0.22811148294638764,0.279270631500352
sklearn,array,0.010600529084794523,0.19827128784115494,0.1876707587563604
sklearn,ensemble,0.008896174361380491,0.3209556360637612,0.3120594617023807
sklearn,security,-0.061952753900099855,0.3325665168584652,0.3945192707585651
sklearn,selection,-0.027401676290156524,0.40971099330947003,0.4371126695996266
sklearn,extra,0.06607975694635738,0.4061255082370125,0.3400457512906551
sklearn,validations,-0.10817690469642956,0.31806581416271407,0.4262427188591436
sklearn,str,0.002366670160502339,0.2793290590772426,0.27696238891674024
sklearn,custom,0.006030793183650831,0.17219070740512638,0.16615991422147555
sklearn,dependencies,0.01113493896842843,0.46431042499433295,0.4531754860259045
sklearn,fixtures,0.05003598239367601,0.44972711868426596,0.39969113629058994
src,/_,-0.13495524144613996,-0.1826995594605176,-0.047744318014377646
src,docs,-0.05331541409763839,0.04945018112505542,0.10276559522269381
src,310,0.026823548696703312,0.009650586793767135,-0.017172961902936178
src,init,-0.011147649195200554,0.044391017056000986,0.05553866625120154
src,__.,0.039356154451054864,0.048848474566829704,0.00949232011577484
src,/__,0.09568963130863326,0.09024212359602636,-0.005447507712606894
src,plot,-0.0524974257415581,-0.04672784699469507,0.005769578746863027
src,examples,-0.10037656168193303,-0.017037809598134123,0.0833387520837989
src,testing,-0.027617362472202287,0.05761950547394697,0.08523686794614926
src,001,0.11261665490703446,0.12926148799551782,0.016644833088483357
src,params,0.07198101857260585,0.2561317731125906,0.18415075453998475
src,model,0.025737283038297688,0.03760825875132719,0.011870975713029499
src,utils,-0.09465492079777821,0.01694436404721476,0.11159928484499297
src,scripts,-0.04536669204940373,0.17060746192711582,0.21597415397651953
src,response,0.010366616007004134,0.21655742578125725,0.2061908097742531
src,an,0.029458817993952013,0.08235977267501947,0.05290095468106745
src,002,0.11476806617537053,0.11982070281512916,0.005052636639758634
src,example,-0.05380463891926942,-0.019713939226908336,0.03409069969236109
src,request,0.10425624494622678,0.286063373035357,0.18180712808913024
src,003,0.08462484890764785,0.13192550349414012,0.04730065458649227
src,pytest,-0.06751798346239288,0.07134877465823318,0.13886675812062604
src,linear,0.016897600924918845,0.09097896019801928,0.07408135927310043
src,query,-0.1251988747517554,-0.050450076151627055,0.07474879860012834
src,path,-0.046245125660074535,-0.003202137649604881,0.04304298801046966
src,cluster,-0.1466341298185155,0.08133017199918047,0.22796430181769597
src,api,-0.11823568360693669,-0.08147763073271108,0.03675805287422561
src,body,-0.05161557261292107,-0.041738656199546274,0.0098769164133748
src,benchmarks,-0.008040900091451983,0.17298116331735686,0.18102206340880883
src,externals,0.019751329943930487,0.1702198402932389,0.15046851034930842
src,models,-0.04268380035812668,-0.008544479205978877,0.03413932115214781
src,app,-0.031963439219462944,-0.011176781841917385,0.020786657377545557
src,array,0.0928390000014314,0.13547731571367938,0.04263831571224798
src,ensemble,-0.004387200874875326,0.036311170513708246,0.04069837138858357
src,security,0.012919290624578746,0.2187518170609224,0.20583252643634364
src,selection,-0.0715346511582096,0.1352526613674301,0.2067873125256397
src,extra,0.04063830738522667,0.12205468226090462,0.08141637487567795
src,validations,-0.050750135122995296,-0.013512588878509512,0.03723754624448578
src,str,0.019770433524455486,0.1895106347210475,0.16974020119659203
src,custom,-0.06424488860492993,0.1336270280320545,0.19787191663698445
src,dependencies,-0.029060426324891597,0.17354347285171656,0.20260389917660815
src,fixtures,-0.030970807825218806,0.17921773041976066,0.21018853824497946
/_,docs,0.05245152155999468,0.01406377128347357,-0.03838775027652111
/_,310,0.18834390726000072,0.19023929470409476,0.0018953874440940377
/_,init,0.09831556113990957,0.06009118547201454,-0.03822437566789503
/_,__.,-0.08584959535621832,0.0427090757357004,0.1285586710919187
/_,/__,-0.009474118302718496,0.11496541844431206,0.12443953674703055
/_,plot,-0.12660963020338611,-0.15233827489945195,-0.02572864469606584
